Date,Open,High,Low,Close,Volume
2017-12-11 00:00:20.799000,14901.08000000,15090.00000000,14901.08000000,15071.08000000,9.82438700
2017-12-11 00:01:20.799000,15071.08000000,15104.40000000,15071.08000000,15075.00000000,8.31107600
2017-12-11 00:02:20.799000,15075.01000000,15087.48000000,14950.48000000,14950.48000000,15.07230500
2017-12-11 00:03:20.799000,14949.22000000,15099.91000000,14949.22000000,15002.25000000,4.76898900
2017-12-11 00:04:20.799000,15002.27000000,15099.82000000,14999.91000000,15050.00000000,8.84655200
2017-12-11 00:05:20.799000,15000.00000000,15099.92000000,15000.00000000,15002.34000000,1.38885800
2017-12-11 00:06:20.799000,15004.00000000,15050.01000000,15000.20000000,15000.20000000,4.99848800
2017-12-11 00:07:20.799000,15018.65000000,15018.65000000,14934.77000000,14998.46000000,13.15882700
2017-12-11 00:08:20.799000,14998.98000000,15088.33000000,14998.46000000,15030.14000000,4.77671900
2017-12-11 00:09:20.799000,15030.16000000,15087.17000000,15025.12000000,15087.17000000,9.81179700
2017-12-11 00:10:20.799000,15070.55000000,15173.66000000,15070.05000000,15172.00000000,7.16699000
2017-12-11 00:11:20.799000,15172.00000000,15245.00000000,15140.00000000,15204.99000000,7.66368800
2017-12-11 00:12:20.799000,15201.00000000,15244.50000000,15175.36000000,15244.50000000,2.39843300
2017-12-11 00:13:20.799000,15244.50000000,15244.50000000,15097.70000000,15139.98000000,7.41991100
2017-12-11 00:14:20.799000,15129.98000000,15229.67000000,15105.18000000,15164.93000000,4.88866200
2017-12-11 00:15:20.799000,15128.02000000,15167.64000000,15128.00000000,15145.44000000,2.52667100
2017-12-11 00:16:20.799000,15128.68000000,15198.97000000,15076.62000000,15077.14000000,3.53731100
2017-12-11 00:17:20.799000,15100.00000000,15194.67000000,15077.18000000,15135.20000000,2.11480600
2017-12-11 00:18:20.799000,15135.20000000,15135.20000000,15080.01000000,15101.00000000,7.04309800
2017-12-11 00:19:20.799000,15130.93000000,15135.19000000,15130.93000000,15135.19000000,5.85372000
2017-12-11 00:20:20.799000,15184.99000000,15235.37000000,15135.15000000,15235.32000000,3.19352800
2017-12-11 00:21:20.799000,15234.81000000,15234.81000000,15136.01000000,15234.00000000,7.46319100
2017-12-11 00:22:20.799000,15199.99000000,15200.00000000,15169.54000000,15200.00000000,1.26109400
2017-12-11 00:23:20.799000,15200.00000000,15200.00000000,15173.09000000,15173.09000000,13.21729000
2017-12-11 00:24:20.799000,15186.02000000,15186.47000000,15175.00000000,15186.45000000,11.63437900
2017-12-11 00:25:20.799000,15186.44000000,15290.00000000,15181.21000000,15289.98000000,12.35559800
2017-12-11 00:26:20.799000,15289.98000000,15349.00000000,15280.28000000,15280.28000000,7.24232600
2017-12-11 00:27:20.799000,15302.65000000,15326.52000000,15250.00000000,15260.24000000,2.28457100
2017-12-11 00:28:20.799000,15260.15000000,15274.99000000,15186.40000000,15186.43000000,7.96306400
2017-12-11 00:29:20.799000,15190.01000000,15249.72000000,15180.00000000,15248.56000000,8.68974600
2017-12-11 00:30:20.799000,15226.11000000,15226.11000000,15077.18000000,15097.59000000,9.59759500
2017-12-11 00:31:20.799000,15168.98000000,15169.00000000,15117.00000000,15117.00000000,4.18133500
2017-12-11 00:32:20.799000,15116.63000000,15168.92000000,15060.00000000,15082.00000000,6.58564700
2017-12-11 00:33:20.799000,15168.27000000,15168.27000000,15120.00000000,15141.00000000,3.95359300
2017-12-11 00:34:20.799000,15120.00000000,15165.33000000,15120.00000000,15136.00000000,7.67835900
2017-12-11 00:35:20.799000,15131.17000000,15159.77000000,15097.00000000,15136.01000000,4.41712500
2017-12-11 00:36:20.799000,15135.94000000,15135.94000000,15100.02000000,15135.94000000,3.66824200
2017-12-11 00:37:20.799000,15101.47000000,15148.94000000,15101.47000000,15148.94000000,2.14784300
2017-12-11 00:38:20.799000,15148.94000000,15169.00000000,15117.08000000,15165.01000000,2.76346500
2017-12-11 00:39:20.799000,15165.03000000,15179.97000000,15165.00000000,15165.00000000,3.47650500
2017-12-11 00:40:20.799000,15165.00000000,15229.81000000,15136.00000000,15229.81000000,6.04024700
2017-12-11 00:41:20.799000,15174.98000000,15220.95000000,15137.81000000,15220.95000000,3.30093100
2017-12-11 00:42:20.799000,15220.93000000,15223.91000000,15160.60000000,15170.53000000,1.08776200
2017-12-11 00:43:20.799000,15223.75000000,15223.75000000,15140.08000000,15161.14000000,2.96628000
2017-12-11 00:44:20.799000,15141.00000000,15208.95000000,15141.00000000,15161.18000000,3.96422900
2017-12-11 00:45:20.799000,15166.00000000,15216.11000000,15152.33000000,15191.12000000,3.88486600
2017-12-11 00:46:20.799000,15191.12000000,15219.67000000,15142.01000000,15144.87000000,2.03968700
2017-12-11 00:47:20.799000,15190.94000000,15191.12000000,15170.67000000,15170.70000000,0.95752300
2017-12-11 00:48:20.799000,15219.66000000,15250.00000000,15219.66000000,15234.85000000,6.40578500
2017-12-11 00:49:20.799000,15242.48000000,15278.21000000,15235.00000000,15278.06000000,3.86200600
2017-12-11 00:50:20.799000,15278.06000000,15335.39000000,15250.00000000,15253.53000000,6.79010600
2017-12-11 00:51:20.799000,15297.98000000,15322.45000000,15270.02000000,15295.00000000,6.21422800
2017-12-11 00:52:20.799000,15295.01000000,15349.00000000,15285.50000000,15340.48000000,6.28779500
2017-12-11 00:53:20.799000,15340.39000000,15340.48000000,15300.02000000,15300.02000000,9.42627500
2017-12-11 00:54:20.799000,15310.00000000,15348.99000000,15300.02000000,15344.94000000,5.49537600
2017-12-11 00:55:20.799000,15344.91000000,15380.00000000,15344.91000000,15378.97000000,8.92996100
2017-12-11 00:56:20.799000,15378.98000000,15378.98000000,15310.05000000,15312.03000000,5.33601100
2017-12-11 00:57:20.799000,15320.44000000,15344.92000000,15312.00000000,15327.75000000,9.60183500
2017-12-11 00:58:20.799000,15343.48000000,15344.92000000,15311.00000000,15311.29000000,5.82072200
