Date,Open,High,Low,Close,Volume
2017-12-12 00:00:21.331000,0.00025884,0.00026344,0.00025884,0.00026344,3936.00000000
2017-12-12 00:01:21.331000,0.00026342,0.00026396,0.00026342,0.00026396,324.00000000
2017-12-12 00:02:21.331000,0.00026342,0.00026400,0.00025984,0.00026108,6324.00000000
2017-12-12 00:03:21.331000,0.00026111,0.00026393,0.00026111,0.00026393,6371.00000000
2017-12-12 00:04:21.331000,0.00026154,0.00026375,0.00026138,0.00026155,5326.00000000
2017-12-12 00:05:21.331000,0.00026155,0.00026396,0.00026000,0.00026000,8192.00000000
2017-12-12 00:06:21.331000,0.00026000,0.00026391,0.00025850,0.00026005,3731.00000000
2017-12-12 00:07:21.331000,0.00026006,0.00026400,0.00026005,0.00026315,57921.00000000
2017-12-12 00:08:21.331000,0.00026022,0.00026022,0.00026000,0.00026005,3321.00000000
2017-12-12 00:09:21.331000,0.00026005,0.00026005,0.00025834,0.00026000,4044.00000000
2017-12-12 00:10:21.331000,0.00025835,0.00026265,0.00025816,0.00025816,3470.00000000
2017-12-12 00:11:21.331000,0.00025842,0.00026113,0.00025820,0.00026113,1783.00000000
2017-12-12 00:12:21.331000,0.00025823,0.00025990,0.00025822,0.00025825,3560.00000000
2017-12-12 00:13:21.331000,0.00025825,0.00025927,0.00025823,0.00025830,2050.00000000
2017-12-12 00:14:21.331000,0.00025830,0.00026075,0.00025830,0.00026075,5596.00000000
2017-12-12 00:15:21.331000,0.00025842,0.00025845,0.00025841,0.00025845,3871.00000000
2017-12-12 00:16:21.331000,0.00025850,0.00025863,0.00025850,0.00025852,5777.00000000
2017-12-12 00:17:21.331000,0.00025824,0.00025872,0.00025824,0.00025840,1711.00000000
2017-12-12 00:18:21.331000,0.00025833,0.00025852,0.00025826,0.00025852,4009.00000000
2017-12-12 00:19:21.331000,0.00025869,0.00025871,0.00025827,0.00025827,5223.00000000
2017-12-12 00:20:21.331000,0.00025871,0.00025871,0.00025770,0.00025773,3368.00000000
2017-12-12 00:21:21.331000,0.00025773,0.00025869,0.00025770,0.00025770,3165.00000000
2017-12-12 00:22:21.331000,0.00025772,0.00025780,0.00025494,0.00025668,5059.00000000
2017-12-12 00:23:21.331000,0.00025666,0.00025779,0.00025662,0.00025740,3623.00000000
